,project,prefixes,prefixes_names,main_releases,rapid_releases,trad_releases,patches,releases,time
1019,microsoft/fast,65, @microsoft/fast-browser-extensions@ @microsoft/fast-color-explorer@ @microsoft/fast-viewer-react@ @microsoft/fast-web-utilities@ @microsoft/fast-markdown-msft-react@ @microsoft/fast-components-styles-msft@ @microsoft/fast-sketch-library@ @microsoft/fast-jss-manager@ @microsoft/eslint-config-fast-dna_v @microsoft/fast-navigation-generator-react@ @microsoft/fast-react-wrapper_v @microsoft/fast-css-editor-react@ @microsoft/eslint-config-fast-dna@ @microsoft/site-utilities@ @microsoft/fast-application-utilities@ @microsoft/fast-components-msft@ @microsoft/fast-components-class-name-contracts-msft@ @microsoft/fast-tooling-react_v @microsoft/fast-component-explorer@ @microsoft/fast-figma-plugin-msft@ @microsoft/fast-animation_v fast-site@ @microsoft/fast-tslint-rules@ @microsoft/fast-jss-manager-react@ fast-tagged-templates_v @microsoft/fast-layouts-react@ @microsoft/fast-web-utilities_v fast-website@ @microsoft/fast-data-utilities-react@ @microsoft/fast-form-generator-react@ @microsoft/fast-jest-snapshots-react@ @microsoft/fast-components-react-base@ @microsoft/fast-react-utilities@ @microsoft/fast-tooling-examples@ @microsoft/fast-storybook-design-system-addon@ @microsoft/fast-tooling_v @microsoft/fast-storybook-presets@ @microsoft/fast-foundation@ @microsoft/fast-components-class-name-contracts-base@ @microsoft/fast-permutator@ @microsoft/fast-website@ @microsoft/fast-tooling-wasm@ @fluentui/web-components@ @microsoft/fast-animation@ @microsoft/fast-development-site-react@ @microsoft/fast-components-react-msft@ @microsoft/fast-foundation_v @microsoft/fast-tooling-react@ @microsoft/fast-tooling@ @microsoft/fast-jss-utilities@ @microsoft/fast-colors_v @microsoft/fast-components-foundation-react@ @microsoft/fast-glyphs-msft@ @microsoft/fast-components_v @microsoft/fast-creator@ @microsoft/fast-element_v @microsoft/fast-router@ @microsoft/fast-components@ @microsoft/fast-router_v v @microsoft/fast-element@ @microsoft/fast-colors@ @microsoft/fast-breakpoint-tracker-react@ @microsoft/fast-jss-manager-angular@,172,10,1,2307,2479,0 days 00:00:08.055981
1020,mongodb/mongo-go-driver,2, v,13,3,7,60,73,0 days 00:00:00.118098
1021,twpayne/chezmoi,1,v,27,15,4,106,133,0 days 00:00:00.284917
1022,tgalal/yowsup,1,v,8,3,4,20,28,0 days 00:00:00.072459
1023,jupyterhub/jupyterhub,1,,19,2,11,20,39,0 days 00:00:00.279350
1024,microsoft/mimalloc,3,win-m M v,11,5,2,28,39,0 days 00:00:00.089443
1025,alibaba/MNN,1,,13,1,3,36,49,0 days 00:00:00.069241
1026,SigNoz/signoz,2, v,7,1,2,28,35,0 days 00:00:00.068276
1027,noisetorch/NoiseTorch,1,,3,0,1,10,13,0 days 00:00:00.015503
1028,lucas-clemente/quic-go,2,v. v,24,5,10,33,57,0 days 00:00:00.283033
1029,kazupon/vue-i18n,1,v,64,18,3,83,147,0 days 00:00:00.123621
1030,infracost/infracost,2, v,10,5,3,62,72,0 days 00:00:00.112119
1031,NLPchina/elasticsearch-sql,1,,46,4,4,144,190,0 days 00:00:00.204927
1032,SirVer/ultisnips,1,,11,2,7,0,11,0 days 00:00:00.074599
1033,skypjack/entt,2,cpp v,22,5,9,17,39,0 days 00:00:00.150093
1034,k9mail/k-9,2, build_,430,200,6,1,431,0 days 00:00:00.870270
1035,Vincit/objection.js,1,,19,1,9,101,120,0 days 00:00:00.123972
1036,eclipse/che,1,,100,85,2,126,226,0 days 00:00:00.591839
1037,serverless-stack/serverless-stack,10,@serverless-stack/node@ @serverless-stack/console@ @serverless-stack/docs@ create-sst@ @serverless-stack/static-site-env@ @serverless-stack/web@ @serverless-stack/resources@ @serverless-stack/core@ @serverless-stack/cli@ v,72,31,1,309,381,0 days 00:00:00.420371
1038,ActivityWatch/activitywatch,1,v,8,2,3,11,19,0 days 00:00:00.039960
1039,wildfirechat/im-server,1,,72,28,0,1,73,0 days 00:00:00.113574
1040,open-policy-agent/opa,1,v,40,22,6,80,120,0 days 00:00:00.411875
1041,kanboard/kanboard,1,v,3,1,1,71,74,0 days 00:00:00.217573
1042,Laravel-Lang/lang,1,,20,9,4,174,194,0 days 00:00:00.321196
1043,great-expectations/great_expectations,3, O. v,16,2,7,139,155,0 days 00:00:00.602268
1044,aheckmann/gm,2, v,31,5,7,35,66,0 days 00:00:00.148367
1045,PCSX2/pcsx2,1,v,4,0,3,831,835,0 days 00:00:02.311383
1046,lcobucci/jwt,1,,11,2,4,34,45,0 days 00:00:00.071380
1047,sindresorhus/fkill-cli,2, v,23,0,0,3,26,0 days 00:00:00.015643
1048,libvips/libvips,1,v,11,0,9,41,52,0 days 00:00:00.456725
1049,ElemeFE/v-charts,1,v,14,1,1,72,86,0 days 00:00:00.043867
1050,BoyceLig/Clash_Chinese_Patch,1,,7,0,0,57,64,0 days 00:00:00.023174
1051,sindresorhus/np,1,v,42,1,3,34,76,0 days 00:00:00.036238
1052,schollz/howmanypeoplearearound,1,v,4,1,1,11,15,0 days 00:00:00.014698
1053,hugapi/hug,1,,18,10,5,44,62,0 days 00:00:00.121652
1054,grpc/grpc-web,1,,7,4,2,9,16,0 days 00:00:00.047471
1055,kornia/kornia,2, v,6,0,3,27,33,0 days 00:00:00.119898
1056,Rob--W/cors-anywhere,2, v,3,1,0,18,21,0 days 00:00:00.016072
1057,sebastianbergmann/comparator,1,,7,0,3,21,28,0 days 00:00:00.024237
1058,xojs/xo,1,v,43,3,7,43,86,0 days 00:00:00.051217
1059,gregberge/loadable-components,1,v,30,5,3,35,65,0 days 00:00:00.046230
1060,OctoPrint/OctoPrint,1,,9,0,7,42,51,0 days 00:00:00.516093
1061,yanzhenjie/AndPermission,1,,2,0,1,13,15,0 days 00:00:00.020342
1062,nextui-org/nextui,0,,0,0,0,0,0,0 days 00:00:00.014429
1063,Tencent/Hippy,2, qb-androidx-,14,4,1,66,80,0 days 00:00:00.081510
1064,visgl/react-map-gl,2, v,22,3,8,143,165,0 days 00:00:00.115908
1065,pymc-devs/pymc,1,v,11,0,9,9,20,0 days 00:00:00.435780
1066,Hacker0x01/react-datepicker,2, v,107,43,1,73,180,0 days 00:00:00.216601
1067,ipfs/js-ipfs,59, ipfs-v example-running-multiple-nodes@ ipfs-grpc-client@ example-browser-mfs@ example-browser-parceljs@ example-browser-webpack@ example-traverse-ipld-graphs@ ipfs-client-v ipfs-core-types@ ipfs@ example-js-ipfs-in-electron@ ipfs-daemon-v example-browser-readablestream@ ipfs-http-response@ ipfs-cli-v ipfs-message-port-client-v ipfs-message-port-client@ ipfs-grpc-server@ interface-ipfs-core-v example-exchange-files-in-browser@ example-ipfs-101@ ipfs-core-utils-v example-browser-add-readable-stream@ ipfs-core-config-v ipfs-message-port-protocol-v interface-ipfs-core@ example-browser-script-tag@ example-custom-ipfs-repo@ ipfs-http-server-v ipfs-core-v ipfs-grpc-client-v ipfs-grpc-protocol@ ipfs-http-server@ ipfs-core-types-v ipfs-message-port-server@ ipfs-http-client@ example-browser-video-streaming@ ipfs-daemon@ ipfs-cli@ ipfs-core-config@ ipfs-core-utils@ ipfs-client@ ipfs-message-port-server-v example-browser-vue@ example-explore-ethereum-blockchain@ ipfs-message-port-protocol@ example-browser-browserify@ ipfs-http-client-v test-ipfs-example@ example-browser-create-react-app@ ipfs-grpc-server-v example-custom-libp2p@ ipfs-http-gateway-v example-circuit-relaying@ ipfs-http-response-v v ipfs-http-gateway@ ipfs-core@,256,33,7,1038,1294,0 days 00:00:02.334032
1068,JetBrains/ideavim,2, EAP-,43,12,12,4,47,0 days 00:00:00.358355
1069,electron/fiddle,2, v,29,12,3,22,51,0 days 00:00:00.101116
1070,shidenggui/easytrader,1,,2,0,0,11,13,0 days 00:00:00.031028
1071,enquirer/enquirer,1,,6,1,1,27,33,0 days 00:00:00.035227
1072,flyway/flyway,1,flyway-,40,7,13,101,141,0 days 00:00:00.193813
1073,janeczku/calibre-web,1,,1,0,0,17,18,0 days 00:00:00.263188
1074,migueldeicaza/gui.cs,1,v,13,2,3,9,22,0 days 00:00:00.140362
1075,QUANTAXIS/QUANTAXIS,2, V,15,3,4,44,59,0 days 00:00:00.459910
1076,php-fig/http-message,1,,12,0,0,5,17,0 days 00:00:00.013960
1077,wailsapp/wails,1,v,19,6,1,44,63,0 days 00:00:00.143677
1078,yargs/yargs,3, yargs-v v,88,26,8,95,183,0 days 00:00:00.178027
1079,google/auto,5,auto-common- auto-value- auto-service- auto-parent- auto-factory-,26,2,14,28,54,0 days 00:00:00.194940
1080,jaredpalmer/tsdx,1,v,13,4,3,40,53,0 days 00:00:00.035982
1081,grpc/grpc-java,1,v,52,22,4,58,110,0 days 00:00:00.355532
1082,catboost/catboost,3, v. v,25,7,3,57,82,0 days 00:00:00.984416
1083,iterative/dvc,1,,92,63,3,258,350,0 days 00:00:00.634255
1084,Netflix/pollyjs,14,@pollyjs/persister@ @pollyjs/ember@ @pollyjs/persister-rest@ @pollyjs/persister-fs@ @pollyjs/persister-local-storage@ @pollyjs/adapter-puppeteer@ @pollyjs/node-server@ @pollyjs/utils@ @pollyjs/adapter-xhr@ @pollyjs/adapter-fetch@ @pollyjs/cli@ v @pollyjs/adapter@ @pollyjs/core@,26,3,0,127,153,0 days 00:00:00.067811
1085,raysan5/raylib,1,,13,0,11,4,17,0 days 00:00:00.237197
1086,unoplatform/uno,3, hr-pre v,23,10,3,27,50,0 days 00:00:01.117860
1087,matthieua/WOW,1,,3,0,1,26,29,0 days 00:00:00.040095
1088,dmlc/dgl,2, v,7,0,6,15,22,0 days 00:00:00.265283
1089,stylelint/stylelint,2, v,97,72,4,88,185,0 days 00:00:00.323701
1090,botpress/botpress,2, v,88,53,4,234,322,0 days 00:00:00.638088
1091,wasabeef/glide-transformations,1,,9,1,2,10,19,0 days 00:00:00.013815
1092,dbader/schedule,1,,7,0,4,17,24,0 days 00:00:00.032408
1093,barbajs/barba,5, @barba/css@ @barba/prefetch@ @barba/router@ @barba/core@,10,0,1,74,84,0 days 00:00:00.076431
1094,josdejong/jsoneditor,1,v,71,21,5,125,196,0 days 00:00:00.148129
1095,JakeWharton/timber,2, timber-parent-,21,4,6,16,37,0 days 00:00:00.030688
1096,svgdotjs/svg.js,1,,50,5,5,48,98,0 days 00:00:00.070102
1097,haiwen/seafile,10, datadupe- lianyou- pafile- server- mac-v client- Horizonbase- HorizonBase- v,19,1,8,113,132,0 days 00:00:00.270150
1098,square/javapoet,2,javapoet- javawriter-,20,3,8,16,36,0 days 00:00:00.060303
1099,languagetool-org/languagetool,2,languagetool-parent- v,35,0,34,11,46,0 days 00:00:02.677658
1100,libretro/RetroArch,2, v,15,3,7,77,92,0 days 00:00:03.344523
1101,react-native-camera/react-native-camera,1,v,84,7,3,96,180,0 days 00:00:00.140261
1102,FormidableLabs/victory,1,v,65,24,5,156,221,0 days 00:00:00.574070
1103,snapappointments/bootstrap-select,2, v,13,2,5,52,65,0 days 00:00:00.100480
1104,lvgl/lvgl,2, v,26,10,7,20,46,0 days 00:00:00.523096
1105,acidanthera/OpenCorePkg,1,,4,0,3,31,35,0 days 00:00:00.304085
1106,zealdocs/zeal,1,v,6,0,4,4,10,0 days 00:00:00.069583
1107,apache/arrow,5,apache-arrow- go/arrow/v apache-arrow-js- go/v go/parquet/v,25,3,16,20,45,0 days 00:00:00.669675
1108,scipy/scipy,1,v,27,0,26,45,72,0 days 00:00:01.587336
1109,zaproxy/zaproxy,3, svn_ v,16,0,12,18,34,0 days 00:00:00.699836
1110,TranslucentTB/TranslucentTB,1,,14,1,4,0,14,0 days 00:00:00.087480
1111,mdbootstrap/material-design-for-bootstrap,1,,18,0,0,46,64,0 days 00:00:00.028972
1112,wix/Detox,5, detox-server@ detox@ v detox-cli@,117,47,4,275,392,0 days 00:00:00.513052
1113,jhy/jsoup,2, jsoup-,1,0,0,39,40,0 days 00:00:00.109874
1114,addyosmani/critical,2, v,17,1,4,44,61,0 days 00:00:00.046654
1115,clojure/clojure,2, clojure-,12,0,11,6,18,0 days 00:00:00.161773
1116,pockethub/PocketHub,2, v,11,5,3,9,20,0 days 00:00:00.154214
1117,mwaskom/seaborn,1,v,11,0,8,9,20,0 days 00:00:00.138273
1118,sindresorhus/pageres,2, v,24,2,3,23,47,0 days 00:00:00.033058
1119,senchalabs/connect,1,,52,17,10,174,226,0 days 00:00:00.432533
1120,meliorence/react-native-snap-carousel,2,V v,22,10,2,29,51,0 days 00:00:00.030273
1121,vuestorefront/vue-storefront,14,@vue-storefront/extension-droppoint-shipping@ cms@ @vue-storefront/theme-starter@ @vue-storefront/i18n@ @vue-storefront/extension-template@ @vue-storefront/theme-default@ @vue-storefront/extension-payment-backend-methods@ @vue-storefront/store@ @vue-storefront/extension-mailchimp-subscribe@ v @vue-storefront/core@ @vue-storefront/extension-google-analytics@ @vue-storefront/extension-payment-cash-on-delivery@ @vue-storefront/extension-magento2-cms@,15,8,5,62,77,0 days 00:00:00.732061
1122,BookStackApp/BookStack,3, v. v,36,10,9,113,149,0 days 00:00:00.250985
1123,TarsCloud/Tars,2, v,15,2,4,32,47,0 days 00:00:00.057562
1124,matrix-org/synapse,9, 2017-06- dinsic_2019-06- hhs- shhs-v v dinsic_2019-04- 2017-05- dinsic_2018-07-,115,80,11,136,251,0 days 00:00:01.389620
1125,mongodb/node-mongodb-native,3,V v. v,25,4,18,387,412,0 days 00:00:01.153189
1126,argoproj/argo-cd,1,v,25,9,4,115,140,0 days 00:00:00.375304
1127,cookiecutter/cookiecutter-django,1,,1,0,0,129,130,0 days 00:00:00.317583
1128,adobe/react-spectrum,148, @react-types/actiongroup@ @react-spectrum/form@ @react-types/meter@ @react-types/button@ @react-stately/combobox@ @internationalized/message@ react-stately@ @react-stately/list@ @react-spectrum/numberfield@ @react-aria/dialog@ @react-aria/searchfield@ @react-aria/progress@ @react-aria/breadcrumbs@ @react-types/contextualhelp@ @react-stately/tabs@ @react-stately/tooltip@ @react-stately/utils@ @react-aria/utils@ @react-spectrum/buttongroup@ @react-spectrum/label@ @react-aria/focus@ @react-aria/spinbutton@ @react-types/progress@ @react-stately/virtualizer@ @react-spectrum/overlays@ @react-types/view@ @react-stately/select@ @react-spectrum/textfield@ @react-types/combobox@ @react-spectrum/dialog@ @react-stately/menu@ @react-types/listbox@ @react-types/buttongroup@ @react-spectrum/breadcrumbs@ @react-types/dialog@ @react-spectrum/searchfield@ @react-aria/numberfield@ @react-aria/table@ @react-spectrum/tabs@ @react-types/slider@ @react-types/tabs@ @react-types/grid@ @react-types/checkbox@ @react-types/shared@ @react-types/overlays@ @react-spectrum/menu@ @react-spectrum/icon@ @react-spectrum/text@ @adobe/react-spectrum@ @react-stately/toggle@ @react-types/statuslight@ @react-spectrum/theme-default@ @react-spectrum/layout@ @react-stately/searchfield@ @react-types/searchfield@ @spectrum-icons/illustrations@ @react-types/menu@ @react-types/text@ @react-spectrum/theme-light@ @react-aria/separator@ @react-stately/grid@ @react-stately/table@ @react-types/switch@ @react-stately/numberfield@ @react-types/numberfield@ @react-spectrum/illustratedmessage@ @react-spectrum/link@ @react-spectrum/image@ @react-spectrum/utils@ @react-stately/radio@ @react-types/select@ @react-types/image@ @spectrum-icons/workflow@ @react-stately/slider@ @react-aria/switch@ @react-spectrum/statuslight@ @react-spectrum/meter@ @react-aria/interactions@ @react-aria/button@ @react-aria/grid@ @react-spectrum/listbox@ @react-stately/collections@ @react-types/illustratedmessage@ @react-types/tooltip@ @react-spectrum/contextualhelp@ @react-aria/live-announcer@ @spectrum-icons/color@ react-aria@ @react-aria/listbox@ @react-aria/radio@ @react-aria/aria-modal-polyfill@ @react-aria/actiongroup@ @react-aria/virtualizer@ @react-spectrum/combobox@ @react-types/link@ @react-stately/selection@ @react-stately/overlays@ @react-types/radio@ @react-stately/layout@ @react-spectrum/picker@ @react-stately/data@ @react/react-spectrum@ @spectrum-icons/ui@ @react-aria/select@ @react-spectrum/tooltip@ @react-types/label@ @react-aria/tabs@ @react-stately/tree@ @react-aria/ssr@ @react-spectrum/radio@ @react-types/provider@ @react-spectrum/provider@ @react-aria/toggle@ @react-aria/textfield@ @react-aria/visually-hidden@ @react-types/table@ @react-aria/tooltip@ @react-aria/meter@ @react-aria/checkbox@ @react-types/well@ @react-aria/combobox@ @internationalized/number@ @react-types/textfield@ @react-spectrum/checkbox@ @react-aria/overlays@ @react-spectrum/slider@ @react-spectrum/theme-dark@ @react-spectrum/divider@ @react-spectrum/table@ @react-spectrum/well@ @react-aria/selection@ @react-aria/menu@ @react-spectrum/button@ @react-stately/checkbox@ @react-spectrum/progress@ @react-spectrum/view@ @react-aria/slider@ @react-types/form@ @react-types/layout@ @react-aria/link@ @react-spectrum/switch@ @react-types/breadcrumbs@ @react-types/divider@ @react-aria/label@ v @react-spectrum/actiongroup@ @react-aria/i18n@,50,25,2,1829,1879,0 days 00:00:04.137121
1129,mswjs/msw,2, v,38,13,1,90,128,0 days 00:00:00.093416
1130,darknessomi/musicbox,1,,1,0,0,11,12,0 days 00:00:00.032791
1131,mamoe/mirai,10, wrapper- conosle- test-doc- console- mirai- japt- special- v core-,53,40,4,102,155,0 days 00:00:00.537938
1132,phpredis/phpredis,1,,14,0,13,44,58,0 days 00:00:00.153721
1133,jhen0409/react-native-debugger,1,v,12,3,4,74,86,0 days 00:00:00.206503
1134,apidoc/apidoc,1,,27,5,6,19,46,0 days 00:00:00.052407
1135,squizlabs/PHP_CodeSniffer,1,,19,5,12,51,70,0 days 00:00:00.532551
1136,pion/webrtc,1,v,8,0,6,145,153,0 days 00:00:00.253175
1137,Automattic/kue,2, v,10,2,6,47,57,0 days 00:00:00.063931
1138,gabrielbull/react-desktop,2, v,2,0,0,27,29,0 days 00:00:00.033518
1139,charmbracelet/glow,1,v,7,4,1,10,17,0 days 00:00:00.038000
1140,vnotex/vnote,2, v,47,28,3,13,60,0 days 00:00:00.091708
1141,pinojs/pino,2, v,90,20,2,150,240,0 days 00:00:00.171258
1142,DevExpress/testcafe,17,spawn-browser- element-screenshot-rc role-defs- code-steps- experimental-razor- debug-convergence- build-gh- status_bar-redisign- gh- sync-selector- debug-T edge-error- no-reload-demo- dq- v element-screenshot-alpha disable-page-cache-alpha-,42,14,8,85,127,0 days 00:00:00.301224
1143,upx/upx,1,v,31,4,18,0,31,0 days 00:00:00.153130
1144,deepmind/sonnet,1,v,35,9,1,0,35,0 days 00:00:00.052630
1145,JamesNK/Newtonsoft.Json,1,,0,0,0,63,63,0 days 00:00:00.096434
1146,MyCATApache/Mycat-Server,1,,1,0,0,0,1,0 days 00:00:00.021721
1147,r-spacex/SpaceX-API,2, v,15,9,3,8,23,0 days 00:00:00.105947
1148,Atmosphere-NX/Atmosphere,1,,18,7,6,48,66,0 days 00:00:00.184309
1149,bulletphysics/bullet3,1,,18,3,9,6,24,0 days 00:00:00.537339
1150,bobthecow/psysh,1,v,11,0,9,72,83,0 days 00:00:00.112238
1151,dingo/api,2, v,16,5,5,41,57,0 days 00:00:00.092126
1152,future-architect/vuls,1,v,19,1,4,64,83,0 days 00:00:00.173982
1153,exceljs/exceljs,2, v,41,22,4,180,221,0 days 00:00:00.160544
1154,Zulko/moviepy,1,v,1,0,0,11,12,0 days 00:00:00.047693
1155,FormidableLabs/spectacle,2, v,35,3,8,77,112,0 days 00:00:00.088804
1156,uncss/uncss,1,,9,2,5,9,18,0 days 00:00:00.035204
1157,deployphp/deployer,1,v,20,5,8,47,67,0 days 00:00:00.105169
1158,reactjs/react-transition-group,1,v,19,5,6,19,38,0 days 00:00:00.029585
1159,systemd/systemd,3, v239- v,242,129,22,43,285,0 days 00:00:03.506708
1160,adamwdraper/Numeral-js,1,,3,0,2,12,15,0 days 00:00:00.034814
1161,opencontainers/runc,1,v,3,0,2,16,19,0 days 00:00:00.333540
1162,oblador/react-native-animatable,1,v,10,1,2,13,23,0 days 00:00:00.016042
1163,coredns/coredns,1,v,20,6,7,42,62,0 days 00:00:00.180119
1164,acaudwell/Gource,1,gource-,20,0,8,0,20,0 days 00:00:00.048994
1165,c3js/c3,2, v,6,0,3,108,114,0 days 00:00:00.122238
1166,davatorium/rofi,1,,8,0,5,26,34,0 days 00:00:00.294868
1167,cheat/cheat,1,,18,1,4,67,85,0 days 00:00:00.097004
1168,crimx/ext-saladict,3, V v,59,34,5,139,198,0 days 00:00:00.325092
1169,arasatasaygin/is.js,1,v,8,3,1,13,21,0 days 00:00:00.032320
1170,doctrine/orm,2, v,13,0,12,77,90,0 days 00:00:00.876685
1171,callstack/react-native-paper,2, v,53,23,4,61,114,0 days 00:00:00.113094
